SMILES,RDL_score,QED,STEP,TERMINATED
CC[C@@H](C)[C@H](N)C(=O)N(C=O)C(C)(/C=C/C(=O)Nc1ccccc1)[C@@H]1CNC(Oc2nc3ccccc3c3ccccc23)CN1,0.24, 0.1140535869061348),15840,TRUE
CC(C)[C@H](NC(=O)/C=C/C(N)CC1CC1)C(=O)C[C@@H](C)C(=O)N[C@@H](C)C(=O)c1nc(Oc2nc3ccccc3c3ccccc23)cs1,0.24, 0.08323042506062327),15847,TRUE
CCCCN(CC(C)C)[C@@H](Cc1c(N[C@@H](CCC=O)C(=O)C(F)(F)F)ccc2[nH]c(C=O)cc12)C(=O)C=O,0.24, 0.2282024113046435),15854,TRUE
NCc1ccccc1-n1c(S)nnc1C[C@H](NCc1ccccc1CC(N)C(=O)C(F)(F)F)C(=O)C=O,0.24, 0.1553438963043364),15861,TRUE
CC(N)/C=C/C(=O)Oc1nc2cccc(C[C@@H](C=O)C(C3CC3)[C@H](O)[C@@H](N)C(C)C)c2c2ccccc12,0.24, 0.15650375912147366),15868,TRUE
C[C@H](NCCC(=O)O)C(=O)C(=O)Oc1nc2ccccc2c2cc(C3CCCCC3)ccc12,0.24, 0.299526016447606),15875,TRUE
[H]C[C@H](NCc1ccc([N+](=O)[O-])cc1[H])C(=O)C=O,0.24, 0.3419268021270722),15882,TRUE
CSC(C)(C)OC(C)(/C=C/C(=O)N1C[C@@H]2[C@H](C1C(C)C)C2(C)Cc1ccc(/C=C/C=O)cc1)NC(=O)[C@H](C)N,0.24, 0.22507622364848667),15889,TRUE
CC(N)(/C=C/C=O)c1ccc(Cl)c(-c2ccc(Oc3nc4ccccc4c4ccccc34)c3[nH]c(C=O)cc23)c1,0.24, 0.12145918126033402),15896,TRUE
N[C@@H](CC(C(=O)N[C@@H](Cn1[nH]c(=O)c2ccccc2c1=O)C(=O)C=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1)C(=O)CF,0.24, 0.22607983803502454),15903,TRUE
CCCCc1cc(CC(N)(/C=C/C=O)Oc2cccc3[nH]c(C=O)c(Cc4cccnn4)c23)cnc1[SH](=O)=O,0.24, 0.09895125510750803),15910,TRUE
[H]N[C@@H](Cc1ccc2[nH]c(C=O)cc2c1)C(=O)C(=O)Oc1ccc(-c2cc(F)c(F)cc2F)nc1,0.24, 0.18609233848781964),15917,TRUE
CCc1c(C)c(C[C@H](N)C(=O)C=O)c(C)c(C(O)N[C@H](C=O)CC(N)=O)c1-c1ccc(O)cc1,0.24, 0.17315212833405777),15924,TRUE
CC(N)(/C=C/C=O)Nc1ccc(Oc2nc3c(C(=O)/C=C(\O)C(=O)O)cccc3c3ccccc23)c(-n2ccnn2)c1,0.24, 0.04733322330978258),15931,TRUE
Cc1nc2cc(C(Nc3ccccc3)(Oc3cccc4[nH]c(C=O)cc34)[C@H](N)C(=O)C=O)ccc2n1C,0.24, 0.1616381675542303),15938,TRUE
Cn1ccc2nc(C(C)(/C=C/C(=O)Oc3nc4ccccc4c4ccccc34)NC(=O)C(Cl)=C(Cl)Cl)nc-2c1,0.24, 0.15025971785435585),15945,TRUE
CC(=O)N(C(=O)C(C)N)C(/C=C/C=O)C(Nc1ccc(N)cc1)c1ccc([N+](=O)[O-])cc1Oc1nc2ccccc2c2ccccc12,0.24, 0.04093280405686729),15959,TRUE
C[C@H](N)C(=O)C(=O)Oc1c(O)ncc(-c2cc3nc[nH]c3cc2OC(C)(C)C)c1N1C[C@H]2[C@@H](C1)C2(C)C,0.24, 0.3375673233816015),15973,TRUE
CC1CCN(C(CC(=O)O)Cc2cccc(C[C@H](N)C(=O)C(=O)O[Na])c2Nc2ccc(N)cc2)CC1,0.24, 0.20527341654322287),15980,TRUE
[H]OC(=O)C(=O)[C@@H](N)Cc1ccc(Cl)cc1,0.24, 0.7481236376235129),15987,TRUE
Cc1oc(=O)oc1CNC(C)(/C=C/C=O)c1scnc1Oc1nc2ccccc2c2cc(C[C@H](N)C(=O)C(F)(F)F)ccc12,0.24, 0.11300008968617392),15994,TRUE
CC(=O)NC(=O)[C@@H](NC(C)(/C=C/C(=O)N[C@@H](C)[C@@H](O)C[C@H](C)N)Nc1oc2cc(O)cc(O)c2c(=O)c1O)C(C)C,0.24, 0.12363786635598929),16001,TRUE
Cc1nc2cc(C(C)(Oc3nc4ccccc4c4ccccc34)[C@@H](C=O)NC(=O)C(=O)[C@H](C)N)ccc2n1C,0.24, 0.18096496571520762),16008,TRUE
O=C(O[Na])C(=O)[C@H](Cc1oc2cc(O)c(-c3cc(B(O)O)cc([N+](=O)[O-])c3)c(O)c2c(=O)c1O)NC(=O)c1nc2ccccc2[nH]1,0.24, 0.046659861076091),16015,TRUE
[H]N[C@@H](Cc1cc2ccccc2s1)C(=O)C=O,0.24, 0.6433516949489637),16022,TRUE
CC(N)(/C=C/C(=O)N1CCn2cnnc2C1)NC(C=O)C(CC(=O)O)Oc1nc2ccccc2c2ccccc12,0.24, 0.11580839722839367),16029,TRUE
CCC[C@H](N)C(=O)C(=O)N[C@@H](C=O)COC1(Oc2nc3ccccc3c3ccccc23)CCC(C[C@H](N)C(=O)C=O)C1,0.24, 0.10493651183958824),16036,TRUE
C[C@H](N)C(=O)C(=O)Oc1nc2ccccc2c2ccc(-c3cccc4[nH]c(C(=O)Nc5nc6ccccc6[nH]5)cc34)cc12,0.24, 0.11745259112742207),16043,TRUE
CC[C@@H](C)[C@H](N)C(=O)Nc1nc2ccccc2n1Cn1ccc2nc(C(N)(/C=C/C=O)Cc3cccc(C#N)c3)nc-2c1,0.24, 0.1584481320243761),16050,TRUE
C[C@@H](C=O)Nc1cc2nc(OC(=O)C(=O)[C@@H](N)Cc3ccc4c(c3)OCO4)c3ccccc3c2cc1Sc1ncccn1,0.24, 0.0784734939323242),16071,TRUE
CC1CCN(C(=O)C(=O)[C@@H](N)C(c2c(Cl)cc(F)cc2-n2ccnn2)C2CC2)C(N2C[C@H]3CCCC[C@@H]3C[C@H]2C)C1,0.24, 0.46332586737602444),16078,TRUE
CNc1cccc(CN[C@@H](Cc2ccnn2Cc2csc(C)n2)C(=O)C(N)=O)c1,0.24, 0.4347879917976865),16085,TRUE
C[C@H](NC(C(N)=O)c1ccn(C)c1)C(=O)C(=O)Nc1cc(Cl)c(Nc2ccccc2Cl)c(Cl)c1,0.24, 0.3098880161576119),16092,TRUE
O=C/C=C/c1ccc(CC(/C=C/C=O)N(CCc2cccc([N+](=O)[O-])c2)[C@H](C=O)CCCCNC(=O)c2nc3ccccc3[nH]2)cc1,0.24, 0.04762588456663292),16099,TRUE
CC(C)[C@H](N)C(=O)C[C@@H](C)C(=O)N(C(=O)/C=C/c1ccc2c(c1)OCO2)[C@@H](C)C(=O)C=O,0.24, 0.32620623853561376),16106,TRUE
CCC1(O[C@@H]2O[C@H](C)[C@@H](O)[C@H](O)[C@@H]2O)CC(C)CCN1C(=O)C(=O)[C@H](C)N,0.24, 0.44443895538274997),16113,TRUE
CC1CCN(c2c(O)ccc(OC(=O)C(=O)[C@H](C)N)c2OC(C)(C)Cc2ccccc2)CC1,0.24, 0.3547904758584661),16120,TRUE
C[C@H](N)C(=O)C(=O)O[C@H]1CCOC1CN1C(=O)C(=O)c2cc(C#N)cc(-c3ccc(Br)cc3)c21,0.24, 0.44626054469164794),16127,TRUE
C[C@H](N)C(=O)C(=O)Oc1nc2cccc([C@H]3COC(=O)C3)c2c2cccc(Nc3nc4ccccc4[nH]3)c12,0.24, 0.1761298271196426),16148,TRUE
[H]OC1(C(=O)O)CCCC1N(C(=O)C(=O)[C@H](C)N)C(=O)c1cc2c(O)cccc2[nH]1,0.24, 0.4377496424253809),16155,TRUE
CC(C)C[C@@H](C=O)C(=O)[C@@H](NC(C)Cc1cccc2c(OC(C)C(C)(C)NC(=O)C(=O)[C@H](C)N)nc3ccccc3c12)[C@@H](C)O,0.24, 0.08107017635254711),16169,TRUE
CC(C)[C@H](N)[C@@H](O)C(Oc1nc2ccccc2c2ccccc12)[C@@H](C)C(=O)NC(C)(/C=C/C=O)Oc1ccc(C[C@H](N)/C=C/C=O)cc1,0.24, 0.059352091467854966),16176,TRUE
[H]NC(C=O)OC(=O)C(=O)[C@@H](N)CC1CC(c2cc(C3CC3)c(C=O)s2)C1,0.24, 0.2861139274846302),16183,TRUE
CCCc1cccc2c(OC(=O)C(=O)[C@@H](N)Cc3cccc4cc[nH]c34)nc3ccccc3c12,0.24, 0.20905845288870392),16190,TRUE
[H]Nc1ccc([H])c2c1c(Oc1c(F)c(F)cc(F)c1C[C@H](N)C(=O)C=O)nc1ccccc12,0.24, 0.15549192562096645),16197,TRUE
CC(C)C[C@@H](C=O)NC1CCC(Nc2cc(CNC(C)/C=C/C=O)ccc2Cl)C1[C@H](C=O)C(C)C,0.24, 0.23508989101885866),16204,TRUE
N[C@@H](Cc1c(O)c(=O)c2c(O)cc(O)cc2o1)C(=O)C=O,0.24, 0.43664583975354),16211,TRUE
C[C@H](NC(=O)[C@H](C)C(NC1CCCCC1c1ccc(O)cc1)C(=O)[C@@H](N)C(C)(C)Oc1nc2ccccc2c2ccccc12)C(=O)C=O,0.24, 0.09085759507447716),16218,TRUE
CC(C)[C@H](N)C(=O)C(c1cccc([N+](=O)[O-])c1)[C@@H](C)C(=O)N[C@@H](Cc1cc(Nc2ccc(N)cc2)co1)C(=O)C=O,0.24, 0.07411139610801716),16225,TRUE
CC(/C=C/C(=O)Oc1nc2cc(C=O)ccc2c2c(-c3nc4ccn(C)cc-4n3)cccc12)NC(=O)c1cc2ccccc2[nH]1,0.24, 0.10222390872025543),16239,TRUE
CCCC[C@@H](C=O)Nc1c(C[C@H](N)C(=O)C=O)ccc(F)c1[C@H](CC)Cc1ccccc1C,0.24, 0.3196257684408815),16246,TRUE
Cc1ccc(C2CC[C@H]3CCN(C(=O)/C=C/C(Cc4nc(C)c(Nc5ccccc5)s4)NC(C)(C)C)C[C@H]3C2)cc1,0.24, 0.2715029522274147),16253,TRUE
CC(C)C1(c2cccc(N)c2)OC(=O)C(N[C@@H](C)C(=O)C(=O)Oc2nc3ccccc3c3ccccc23)[C@H]1C,0.24, 0.15621712926327858),16260,TRUE
CC(C)[C@H](N)C(=O)C[C@H](C=O)CC1(CN)CC(CN2C(=O)C(=O)c3cc(C#N)ccc32)[C@H]2[C@@H](C[C@@H](N[C@@H](C)C(=O)C=O)O[C@@H]2C)C1,0.24, 0.19829450048069613),16267,TRUE
CSc1cc(C)c(-c2cc(C=O)oc2-c2ccc3nc(OC(=O)/C=C/C(C)N)c4ccccc4c3c2)s1,0.24, 0.07964520725239327),16274,TRUE
C[C@@H](C=O)Nc1ccc(CC(N)(/C=C/C=O)c2ccc3c(c2)nc(Cc2ccccc2)n3C)cc1[N+](=O)[O-],0.24, 0.13325418441928466),16281,TRUE
CC(N)/C=C/C(=O)Oc1nc2cc(C[C@H](N)/C=C/C=O)ccc2c2cccc(C[C@H](N)[C@@H](O)[C@H](O)[C@H](C)N)c12,0.24, 0.08318864564003356),16288,TRUE
Cc1noc(C)c1-c1cccc2c(OC(=O)C(=O)[C@H](C)NC(=O)[C@@H](N)CC(N)=O)nc3ccccc3c12,0.24, 0.18354961211529444),16295,TRUE
N[C@@H](Cc1cnccc1Nc1ccc(CC=O)cc1)C(=O)C(=O)Oc1nc2ccccc2c2ccccc12,0.24, 0.1316888133171112),16302,TRUE
Cc1nnc(C(C)(/C=C/C=O)NC(C(O)C(C)N)[C@@H]2O[C@H](C)[C@@H](O)[C@H](O)[C@@H]2O)c(C[C@@H](C=O)C[C@@H](C)O)c1N[C@H](C=O)CO,0.24, 0.06346863807341022),16309,TRUE
C[C@H](N)C(=O)C(=O)N1C(=O)NCCC1c1c(Cl)c(CC(N)C(=O)C(F)(F)F)c(Cl)c(O)c1,0.24, 0.4335042587612727),16316,TRUE
NC(/C=C/C(=O)N(C(=O)/C=C/c1ccc([N+](=O)[O-])cc1)[C@@H](CCC(=O)O)C(=O)C(F)(F)F)Cn1nnc2ccccc21,0.24, 0.18056617007232603),16330,TRUE
CCCNC(=O)[C@@H](N)CCNC(C)/C=C/C(=O)Oc1nc2ccccc2c2c(-c3cccc(O)c3C)cccc12,0.24, 0.12281839787265655),16337,TRUE
CC(=O)c1cc(CC2C(=O)OC[C@@H]2C)c(C(Sc2nncn2-c2ccccc2O)[C@H](N)C(=O)C=O)o1,0.24, 0.13404600328946295),16344,TRUE
CC(=O)Nc1cc(-c2ccc(/C=C/C=O)cc2)cc(Nc2cc(F)c(F)cc2F)c1C(C)(N)/C=C/C=O,0.24, 0.19846610970992382),16351,TRUE
CNc1ccc(C(C)(N)/C=C/C(=O)N(c2ccccc2/C=C/C=O)[C@@H](CC(C(=O)O)[C@H]2CO2)C(=O)C(F)(F)F)cc1,0.24, 0.18715737741762936),16358,TRUE
CC[C@@H](C=O)Nc1cccc2c1c(OC(=O)/C=C/C(C)([C@@H]1CCCN1)N(CCC(=O)O)C(C)(C)C)nc1ccccc12,0.24, 0.11413409724705394),16365,TRUE
Cc1nc(-c2ccccc2-n2c(S)nnc2C[C@H](N)C(=O)C(=O)Oc2nc3ccccc3c3ccccc23)cs1,0.24, 0.1229235330684284),16372,TRUE
Cc1nc2cc(-c3cc(CC(/C=C/C=O)NC(=O)CC(C)(C)c4ccc(C(=O)CF)o4)ccc3Cl)c(CC=O)cc2n1C,0.24, 0.11643870404305591),16379,TRUE
C[C@H](N)C(=O)C(=O)Oc1nc2c(NC(C)(C)C)cccc2c2cc(Nc3ccc([N+](=O)[O-])cc3Cl)ccc12,0.24, 0.08860033938533794),16386,TRUE
C[C@H](NCc1cccnc1-n1cc2C(=O)C=CC(=O)c2c1)C(=O)C(=O)NC1(N)CCCC1,0.24, 0.4390380672223113),16393,TRUE
CC(=O)[C@H](C)NC(=O)/C=C/C(C)(N)c1c(C[C@@H](N)CC=O)c(C2(N)CC2Oc2nc3ccccc3c3ccccc23)cc2[nH]ccc12,0.24, 0.07728243436698867),16407,TRUE
[H]C(=O)C(=O)[C@H](Cc1oc2cc(O)cc(O)c2c(=O)c1O)N[H],0.24, 0.43664583975354),16414,TRUE
CC(C)COc1cccc2c1c(OC(=O)C(=O)[C@@H](N)CC1CCCCC1)nc1ccc(C(=O)O)cc12,0.24, 0.24529868903493451),16421,TRUE
[H]N[C@@H](Cc1cc(C[C@@H](C=O)C[C@@H](C)O)c(O)cc1C(F)(F)C(=O)c1ccco1)C(=O)C=O,0.24, 0.25102296767252863),16428,TRUE
CN(C)c1cc2c(cc1/C=C/C(=O)NC(=O)C(=O)[C@@H](N)Cc1cc(=O)c3c(O)cc(O)cc3o1)OCO2,0.24, 0.26102696202979203),16435,TRUE
CC[C@@H](C=O)NC(=O)[C@@H](N)Cc1c(C(=O)NC(C)(/C=C/C=O)N[C@@H](CC(C)C)B(O)O)[nH]c2ccccc12,0.24, 0.07480106328437473),16442,TRUE
C=C(C(=O)c1c(-c2c[nH]cn2)ccc2c(OC(=O)/C=C/C(C)N)nc3ccc(C(=O)O)cc3c12)C(C)Nc1ccccn1,0.24, 0.0773253006419452),16449,TRUE
[H]C(=O)C(=O)[C@@H](N)C(CC)c1oc2cccc(O)c2c(=O)c1O,0.24, 0.5494810588287373),16456,TRUE
C[C@H]1O[C@H](C(N)(/C=C/C=O)CC2(Oc3nc4ccccc4c4ccccc34)CCCC2)C[C@H]2CCCC[C@@H]21,0.24, 0.21156800920240404),16463,TRUE
N[C@@H](Cc1cc(N(c2ccccc2)c2c(Cl)cc([N+](=O)[O-])cc2-c2c(O)c(Cl)cc(Cl)c2Cl)c2cc[nH]c2c1)C(=O)C=O,0.24, 0.04768253939131054),16470,TRUE
CCCCc1cc(C[C@H](N)C(=O)C=O)cc2c1[nH]cc2,0.24, 0.5986875928457739),16477,TRUE
[H]C(N)(/C=C/C(=O)N[C@@H](C)C(=O)C=O)Cc1cc(Cc2cccnn2)cc(Nc2ccc(N)cc2)c1,0.24, 0.1431950080786688),16484,TRUE
[H]C(c1c(N[H])n(C(C)=O)c2ccc(C(Sc3ncc(C#N)c(=O)[nH]3)[C@H](N)C(=O)C=O)cc12)[C@H](N)C(=O)C=O,0.24, 0.11275761296404185),16491,TRUE
C[C@H](N)C(=O)C(=O)Oc1ccccc1N1C[C@H]2CCCC[C@@H]2C(c2ccc3cc[nH]c3c2)[C@H]1C,0.24, 0.3254037402558797),16498,TRUE
[H]C(N)(Cc1ccc(C[C@H](N)C(=O)C=O)c(C)c1O)C(=O)C(F)(F)F,0.24, 0.48311646924021995),16505,TRUE
[H]OC1C(=O)C(CCC)=C(O)OC1C(Oc1nc2ccccc2c2ccccc12)([C@H](N)C(=O)C=O)[C@H]1CN1,0.24, 0.14442816202769043),16512,TRUE
[H]C(=O)C(=O)[C@@H](N)Cc1cccc(N2C(=O)NCCC2NC)c1N,0.24, 0.31368293943460585),16519,TRUE
Cc1cnc(C(=O)N(C=O)C(C)(/C=C/C=O)NC(C)C(=O)C(N)=O)c(Nc2ccccc2C(=O)O)n1,0.24, 0.13642152938133673),16526,TRUE
C[C@@H](O)[C@@H](C=O)NC(C)(C)C[C@@H](C=O)Nc1ccc(Nc2ccc(C(=N)N)cc2)c(C[C@H](N)C(=O)C=O)c1,0.24, 0.07196805664749512),16533,TRUE
C[C@@H](C=O)NC1Oc2ccc(C[C@H](N)C(=O)C=O)cc2O1,0.24, 0.5176587785428509),16540,TRUE
CC[C@@H](C=O)Nc1c(Oc2nc3ccccc3c3ccccc23)ccc(-c2ccc(C(C)(N)/C=C/C=O)c(C)c2)c1N,0.24, 0.07263618486731187),16554,TRUE
CC(N)(/C=C/C(=O)Oc1nc2ccccc2c2cc(C3CCCCC3)ccc12)NS(=O)(=O)C1(C)CC1,0.24, 0.20047513163981745),16561,TRUE
Cc1ccc(Oc2nc3ccccc3c3ccccc23)c(C)c1-c1cccc(N(C(=O)C(=O)[C@H](C)NC(C)(C)C)c2ccccc2)c1,0.24, 0.1354058782088039),16568,TRUE
[H]C(c1ccc(Cl)c(NC2CCCCC2)c1C[C@H](N)C(=O)C=O)[C@@H](C=O)C[C@@H](C)O,0.24, 0.373376081518816),16582,TRUE
CC(N)C(O)CNC(/C=C/C=O)Cc1cc(O[Na])nn1Cc1c(Cl)cc(Cl)cc1-c1cccc([N+](=O)[O-])c1,0.24, 0.09341366516053334),16589,TRUE
CC(N)(/C=C/C=O)Nc1ccc(C2CC(C(F)(F)F)CCC2Oc2nc3ccccc3c3ccccc23)cc1OCC=O,0.24, 0.09154860165471118),16596,TRUE
CC(C)C[C@H](NC1[C@@H]2CCC[C@@H]2CN1c1[nH]nnc1C(C)(N)/C=C/C(=O)Oc1nc2ccccc2c2ccccc12)B(O)O,0.24, 0.07926074525975603),16603,TRUE
CC(C)OC(C)[C@@H](C(=O)O)N(C(=O)/C=C/[C@H](C)NCc1cccc(C#N)c1)C(C)(/C=C/C=O)C1CC2CCCCC2CN1,0.24, 0.21442286186740514),16610,TRUE
[H]N(C(=O)C(=O)[C@H](C)N)[C@H](C=O)CCC(CN)c1cccc([N+](=O)[O-])c1,0.24, 0.23197820106384917),16617,TRUE
[H]Nc1cccc(C[C@H](N)C(=O)C(N)=O)c1,0.24, 0.4425124515728746),16624,TRUE
[H]N[C@@H](Cc1cc(N2C(=O)NCCC2CCC=O)cc2cc[nH]c12)C(=O)C=O,0.24, 0.47339940532844826),16631,TRUE
[H]c1cc(C[C@@H](C=O)C[C@@H](C)O)c2c(OC(=O)C(=O)[C@H](C)N)nc3ccccc3c2c1,0.24, 0.25400923957388083),16638,TRUE
[H]C(c1c(N)cccc1Oc1nc2ccccc2c2cccc(N)c12)[C@H](N)C(=O)C=O,0.24, 0.1959380202271532),16659,TRUE
CCCc1c(O)c(-c2cc(=O)c3c(O)cc(O)cc3o2)c(O)c2c(=O)c(O)c(C[C@H](N)C(=O)C=O)oc12,0.24, 0.1540222266171671),16666,TRUE
[H]C(=O)/C=C/c1ccc(-c2cc(C[C@H](N[H])C(=O)C=O)on2)cc1,0.24, 0.46764657854237146),16673,TRUE
CC(C)NS(=O)(=O)c1ccc(C(Oc2nc3ccccc3c3ccccc23)C(N)(/C=C/C=O)c2ccc3[nH]ccc3c2)cn1,0.24, 0.10367593535928842),16680,TRUE
C[C@H](N)C(=O)C(=O)Oc1nc2ccccc2c2cccc(O[C@H]3CO[C@H]4OCC(Oc5ccccc5)[C@@H]34)c12,0.24, 0.22476959139987177),16687,TRUE
C[C@H](NCc1cccnc1)C(=O)C(=O)Oc1nc2cccc(C3CC(OC(C)(C)C(N)=O)C3)c2c2ccccc12,0.24, 0.1754191310796769),16708,TRUE
C[C@@H]1C[C@H]2CCCC[C@@H]2CN1C1OCC[C@@H]1Oc1cc(C(C)(N)/C=C/C=O)cc(-c2nc(C=Nc3ccccc3)c(O)o2)c1N,0.24, 0.11947143677164031),16715,TRUE
[H]c1cc(C#N)cc2c1N(Cc1c(Cl)cc(Cl)c(C[C@H](N)C(=O)C=O)c1C=O)C(=O)C2=O,0.24, 0.4950046795974588),16722,TRUE
C[C@H](N)C(=O)C(=O)Oc1nc2cc(Nc3nc4ccccc4[nH]3)ccc2c2ccccc12,0.24, 0.222101098351031),16729,TRUE
CC(C)CN[C@@H](C)C(=O)C(=O)Oc1nc2ccccc2c2ccccc12,0.24, 0.41859976231773555),16736,TRUE
C[C@@H](Oc1cc(-c2cccc(N)c2)c2c(c1)c(OC(=O)C(=O)[C@@H](N)CC1(N)CC1)nc1ccccc12)[C@H](N)C=O,0.24, 0.07638998516215094),16743,TRUE
C=C[C@@H]1C[C@]1(NC(=O)/C=C/c1ccccc1)C(CC)C(c1ccccc1F)[C@@H](C=O)NC(=O)/C=C/C(C)(N)OC(C)(C)C,0.24, 0.11767582945525985),16750,TRUE
C[C@H](N)[C@@H](O)[C@H](O)[C@H](C)Nc1cc(CC(N)(/C=C/C=O)[C@H]2NCCC2CC(C=O)O[Na])nc(S)n1,0.24, 0.05083529894579188),16764,TRUE
C[C@H](N)C(=O)C(=O)Oc1nc2ccc(O[C@H]3CO[C@H]4OCC[C@@H]34)cc2c2cccc(Nc3ccc(C(=N)N)cc3)c12,0.24, 0.08301221618624348),16771,TRUE
N[C@@H](Cc1cccc2c1cc(C=O)[nH]2)C(=O)C=O,0.24, 0.5951945348508177),16778,TRUE
CC(C)C(c1ccc(-c2ccccc2F)c(Cl)c1Cl)[C@@H](C(=O)N[C@@H](C)C(=O)C=O)C(=O)[C@@H](N)[C@@H](C)O,0.24, 0.22717280440877183),16785,TRUE
C[C@H](N)C[C@H](O)[C@@H](N)C(Oc1nc2ccccc2c2ccccc12)C1CCC(C(C)(N)/C=C/C=O)CC1,0.24, 0.1869404711532101),16799,TRUE
[H]C(=O)C(=O)[C@@H](N)Cc1nnc2n1CC(N[H])(c1ccccc1F)NC2,0.24, 0.47144662431792117),16813,TRUE
NCc1ccc(C[C@H](N)C(=O)C=O)cc1/C=C/C(=O)Oc1nc2ccccc2c2ccccc12,0.24, 0.13802145555555073),16820,TRUE
CC(=O)NC(C)(/C=C/C=O)[C@@H]1CC2CCCCC2C(Oc2nc3ccccc3c3c(-c4cnc(C(=O)[C@H](C)N)s4)cccc23)N1,0.24, 0.0951617618879171),16827,TRUE
C[C@@H](O)[C@@H](N)Cc1c(CC(N)/C=C/C(=O)OCCc2ccccc2CC(N)C(=O)C(N)=O)ccc2[nH]cnc12,0.24, 0.09236781090418454),16834,TRUE
CCOc1ccccc1CNC(/C=C/C=O)C[C@H]1COC(=O)C1(N[C@H](C=O)[C@@H](C)O)c1ccc(/C=C/C=O)cc1,0.24, 0.16451040706729506),16841,TRUE
CC(C)C[C@H](NC(=O)C(=O)[C@H](C)N(Cc1ccc([N+](=O)[O-])cc1)CC(N)C(C)O)B(O)O,0.24, 0.11525373870587484),16855,TRUE
Cc1c(C(c2cc(-n3ccnn3)cc3[nH]cc(Sc4ccccc4)c23)[C@H](N)C(=O)C=O)ccc(N2CCC(C)CC2)c1O,0.24, 0.1532797240176382),16862,TRUE
[H]NC(C(C)C)[C@@H](C=O)Nc1cc2c(O)ccnc2c(C)c1C[C@H](N[C@@H]1C[C@H]2CCCC[C@@H]2[C@@H](C)O1)C(=O)C=O,0.24, 0.24982390655906217),16869,TRUE
C[C@@H](C(=O)C=O)N(C(=O)[C@H](C)CC(=O)[C@@H](N)C(C)(C)Oc1nc2ccccc2c2ccccc12)c1ccc(Cl)cc1,0.24, 0.1465743133956457),16883,TRUE
Cn1c(CN[C@@H](C=O)COC2N[C@H](Cn3ccc(C(C)(N)/C=C/C=O)c3)C[C@@H]3CCCC[C@H]23)nc2ccccc21,0.24, 0.23604581297495986),16890,TRUE
CSC(C)(/C=C/C(=O)Oc1c(OC[C@@H](N)C=O)ccc2[nH]c(C=O)cc12)NCc1csc(N)n1,0.24, 0.09476028607009129),16897,TRUE
CSc1scc(Cc2cccc3[nH]c(C=O)cc23)c1C(OC(=O)C(=O)[C@H](C)N)C(C)C,0.24, 0.21165409023331733),16904,TRUE
[H]c1c(Oc2nc3ccccc3c3ccccc23)cc(O)cc1C1CCNC(=O)N1c1cc(C[C@H](N)C(=O)C=O)ccc1Cl,0.24, 0.11667219286794328),16911,TRUE
[H]C(=O)[C@@H](NC(=O)C(=O)[C@H](C)N)C(CCC)c1cc2c(N[H])cccc2s1,0.24, 0.37760698744496723),16925,TRUE
CCC[C@H](NC1O[C@H]2OCC[C@H]2[C@H]1OC(=O)C(=O)[C@H](C)N)C(=O)C=O,0.24, 0.3047667134318224),16932,TRUE
Cc1c(C(C)(C)NC(/C=C/C(=O)O[Na])Cc2nnc(S)n2-c2ccccc2)ccc2c(O)ccnc12,0.24, 0.1882051716777158),16939,TRUE
Cc1noc(Nc2ccc3c(OC(=O)[C@@H](N)[C@H](C)OC(=O)C(=O)[C@H](C)N)nc4ccccc4c3c2)c1[N+](=O)[O-],0.24, 0.09213839520357209),16946,TRUE
C[C@H](NCc1ccc(Cl)cc1)C(=O)C(=O)Oc1nc2ccccc2c2cc(Nc3ccc(C(=N)N)cc3)ccc12,0.24, 0.06053569962492803),16953,TRUE
O=CNC(=O)C(=O)[C@H](CC1NCC2CCCCC2C1C=O)NC(=O)c1cc(C(=O)O)cs1,0.24, 0.3019464100669939),16974,TRUE
[H]CC(C)(NC(=O)C(=O)[C@H](C)N)C(C)c1c(C)cc(-c2ccc(/C=C/C(=O)O)cc2)cc1C,0.24, 0.4282511886471703),16981,TRUE
CC(N)(/C=C/C=O)Oc1nc2ccccc2c2cc(-c3oc4ccc([C@H]5CN5)c(O)c4c(=O)c3O)ccc12,0.24, 0.08717349861072943),16988,TRUE
Nc1cccc(C[C@H](N)C(=O)C(=O)OC[C@@H](N)C(=O)Oc2nc3ccccc3c3cc(Cc4cccnn4)ccc23)c1,0.24, 0.09771706920609965),16995,TRUE
Cc1nc(C(C)(/C=C/C(=O)Oc2nc3ccccc3c3ccccc23)NCc2ccc(Cl)cc2)sc1N1CCCC1Nc1ccccc1,0.24, 0.08534989751915747),17002,TRUE
CC[C@H](C)c1cc(-c2c(CNC(C)/C=C/C=O)cc(C#N)cc2C(=O)/C=C(\O)C(=O)O)cc2cc(C=O)[nH]c12,0.24, 0.11104639938574946),17009,TRUE
C[C@@H]1C[C@H]2CCCC[C@@H]2CN1C(=O)/C=C/C(C)(NC(C)(C)C)NC(C)(C(=O)C(F)(F)F)C1(N)CC1,0.24, 0.3627667375102226),17016,TRUE
C[C@@H](OC(C)(/C=C/C(=O)Oc1nc2ccccc2c2ccccc12)NCCCN)[C@@H](C=O)Nc1cscn1,0.24, 0.058217744791630985),17023,TRUE
[H]c1ccc(-c2cc(Nc3ncsc3C[C@H](N)C(=O)C=O)ccc2-c2ccccc2)c(Cl)c1Cl,0.24, 0.2253228539535383),17030,TRUE
